Record_ID,Company,Date,Month,Month_Name,Quarter,Year,Department,Region,Business_Unit,Project_Type,Client_Segment,Employees_Assigned,Hourly_Rate_EUR,Revenue,Visible_Cost,Gross_Margin,Delay_Hours,Rework_Hours,Meeting_Hours,Overtime_Hours,Idle_Hours,Incidents,SLA_Breaches,Manual_Tasks,Automation_Level,Customer_Satisfaction,Employee_Satisfaction,Productivity_Score,Delay_Cost,Rework_Cost,Meeting_Cost,Overtime_Cost,Idle_Cost,Incident_Cost,SLA_Breach_Cost,Manual_Process_Cost,Hidden_Cost,Profit_After_Hidden_Cost,Hidden_Cost_Rate,Risk_Level
OT-02348,OrionTech,2025-12-31,12,Dec,Q4,2025,Operations,Spain,Cybersecurity,Commercial Growth,Mid-Market,31,54.42,24549.64,19818.31,4731.33,7.9,2.3,9.7,9.6,7.2,1,1,13,60.3,70.6,54.1,69.0,580.39,150.2,2945.54,783.65,333.05,533.87,415.46,154.47,5896.63,-1165.3,0.2402,High
OT-01984,OrionTech,2025-12-31,12,Dec,Q4,2025,Customer Support,Europe,Cloud & Data,Support,Strategic Accounts,51,36.2,27600.34,19838.16,7762.18,14.4,2.0,12.8,21.3,3.9,3,2,18,43.1,76.2,61.0,82.0,703.73,86.88,4253.64,1156.59,120.0,1295.74,968.44,203.92,8788.94,-1026.76,0.3184,High
OT-02099,OrionTech,2025-12-31,12,Dec,Q4,2025,Sales,Europe,Banking Solutions,Compliance,Enterprise,41,48.56,38732.69,23481.46,15251.23,11.4,0.1,11.3,21.8,3.8,3,2,19,46.6,77.5,59.7,72.4,747.34,5.83,4049.61,1587.91,156.85,1024.73,927.79,270.98,8771.04,6480.19,0.2265,High
OT-02049,OrionTech,2025-12-31,12,Dec,Q4,2025,Operations,North America,Corporate Services,Client Delivery,Mid-Market,29,50.81,33632.46,24340.5,9291.96,5.5,11.6,14.9,2.2,6.1,3,5,30,41.8,63.2,77.7,56.3,377.26,707.28,3951.9,167.67,263.45,1509.16,3744.81,487.93,11209.46,-1917.5,0.3333,High
OT-03053,OrionTech,2025-12-31,12,Dec,Q4,2025,Operations,North America,Corporate Services,Client Delivery,Public Sector,50,57.98,44486.56,34165.67,10320.89,4.6,9.3,17.4,6.1,1.3,4,3,31,33.8,69.6,66.8,81.6,360.06,647.06,9079.67,530.52,64.07,1986.83,1805.85,654.43,15128.49,-4807.6,0.3401,High
OT-04534,OrionTech,2025-12-31,12,Dec,Q4,2025,HR,Europe,Cloud & Data,Support,Enterprise,22,52.98,25286.86,12119.3,13167.56,13.4,4.9,12.1,9.4,3.2,1,0,24,56.2,68.2,75.4,71.7,958.41,311.52,2538.59,747.02,144.11,323.35,0.0,306.31,5329.31,7838.25,0.2108,High
OT-04315,OrionTech,2025-12-31,12,Dec,Q4,2025,Operations,Spain,Corporate Services,Transformation,Strategic Accounts,69,38.71,31034.77,18700.28,12334.49,6.2,4.6,8.5,2.8,4.5,6,1,49,70.4,68.7,69.1,62.3,324.0,213.68,4086.61,162.58,148.07,3164.18,1018.31,308.8,9426.23,2908.26,0.3037,High
OT-04845,OrionTech,2025-12-31,12,Dec,Q4,2025,Operations,LATAM,Cybersecurity,Client Delivery,Mid-Market,17,51.99,42751.17,30745.75,12005.42,8.6,6.0,11.0,7.0,9.1,1,3,30,70.0,72.2,62.7,59.6,603.6,374.33,1749.98,545.9,402.14,489.11,2260.13,257.35,6682.54,5322.88,0.1563,Medium
OT-04559,OrionTech,2025-12-31,12,Dec,Q4,2025,Marketing,North America,Cybersecurity,Client Delivery,Public Sector,8,55.97,30607.71,21065.32,9542.39,4.1,5.8,13.2,14.3,0.3,4,1,40,73.1,61.4,73.3,69.1,309.79,389.55,1063.88,1200.56,14.27,1265.16,786.55,331.23,5360.99,4181.4,0.1752,Medium
OT-03585,OrionTech,2026-01-01,1,Jan,Q1,2026,Sales,North America,Digital Services,Transformation,Strategic Accounts,47,71.65,53642.27,30294.46,23347.81,7.6,5.2,20.2,7.5,3.1,3,1,27,51.8,67.8,76.8,77.8,735.13,447.1,12244.41,806.06,188.8,1119.3,1019.45,512.85,17073.1,6274.71,0.3183,High
OT-04806,OrionTech,2026-01-01,1,Jan,Q1,2026,IT,Europe,Cybersecurity,Client Delivery,SME,29,28.68,46550.43,36459.24,10091.19,4.0,2.2,11.0,14.2,10.2,3,1,26,59.0,81.3,60.8,75.4,154.87,75.72,1646.81,610.88,248.66,1837.35,370.6,168.15,5113.04,4978.15,0.1098,Medium
OT-01065,OrionTech,2026-01-01,1,Jan,Q1,2026,HR,Europe,Cloud & Data,Transformation,Enterprise,47,37.82,13241.96,6915.24,6326.72,4.4,1.7,6.9,4.8,2.3,1,0,22,68.3,91.9,66.9,66.2,224.65,77.15,2207.7,272.3,73.94,292.81,0.0,145.07,3293.62,3033.1,0.2487,High
OT-01790,OrionTech,2026-01-01,1,Jan,Q1,2026,Marketing,Spain,Corporate Services,Internal Operations,Enterprise,32,50.97,22928.68,12167.73,10760.95,6.7,4.9,13.5,3.3,2.3,4,2,40,67.1,82.4,76.8,74.7,461.02,299.7,3963.43,252.3,99.65,1354.6,959.34,368.92,7758.96,3001.99,0.3384,High
OT-02503,OrionTech,2026-01-01,1,Jan,Q1,2026,IT,Spain,Digital Services,Client Delivery,Mid-Market,43,38.78,14198.22,11489.99,2708.23,4.8,2.5,11.4,4.0,2.3,5,2,19,48.8,78.4,58.6,75.4,251.29,116.34,3421.79,232.68,75.81,2405.43,1636.4,207.49,8347.23,-5639.0,0.5879,High
OT-03282,OrionTech,2026-01-01,1,Jan,Q1,2026,Customer Support,Spain,Corporate Services,Client Delivery,Public Sector,36,56.08,41374.3,31221.33,10152.97,1.4,5.8,16.2,5.3,0.9,4,3,34,82.3,59.6,71.5,75.8,105.99,390.32,5887.05,445.84,42.9,1819.0,1312.98,185.62,10189.7,-36.73,0.2463,High
OT-02429,OrionTech,2026-01-01,1,Jan,Q1,2026,Controlling,North America,Banking Solutions,Support,SME,39,66.94,29280.55,13694.66,15585.89,4.0,0.4,7.4,4.0,0.5,3,0,22,58.8,71.9,71.6,79.0,361.48,32.13,3477.4,401.64,28.45,922.91,0.0,333.71,5557.72,10028.17,0.1898,High
OT-03991,OrionTech,2026-01-01,1,Jan,Q1,2026,IT,APAC,Banking Solutions,Support,Mid-Market,20,53.92,25164.29,18676.83,6487.46,1.2,1.7,6.5,0.6,4.0,1,2,19,61.9,75.3,75.4,75.4,87.35,110.0,1261.73,48.53,183.33,538.2,1290.48,214.68,3734.3,2753.16,0.1484,Medium
OT-02514,OrionTech,2026-01-01,1,Jan,Q1,2026,Customer Support,Spain,Cybersecurity,Commercial Growth,Enterprise,45,37.59,18354.19,11291.56,7062.63,14.3,1.7,10.3,8.7,1.0,6,4,50,76.7,76.3,50.6,71.9,725.67,76.68,3136.13,490.55,31.95,2423.61,1314.87,240.86,8440.32,-1377.69,0.4599,High
OT-01995,OrionTech,2026-01-01,1,Jan,Q1,2026,Marketing,Spain,Banking Solutions,Commercial Growth,Mid-Market,41,38.71,21585.39,14847.36,6738.03,0.6,8.9,9.3,2.1,3.5,0,0,23,54.4,75.6,75.0,75.7,31.36,413.42,2656.82,121.94,115.16,0.0,0.0,223.29,3561.99,3176.04,0.165,Medium
OT-03992,OrionTech,2026-01-01,1,Jan,Q1,2026,Marketing,Spain,Telecom Platforms,Support,Strategic Accounts,29,54.39,37791.22,29735.72,8055.5,16.9,2.0,15.7,3.0,9.1,1,0,18,54.8,80.0,75.2,70.2,1240.91,130.54,4457.48,244.76,420.71,314.32,0.0,243.38,7052.1,1003.4,0.1866,High
OT-04546,OrionTech,2026-01-01,1,Jan,Q1,2026,Finance,Spain,Cybersecurity,Transformation,Enterprise,20,34.31,20020.99,11624.1,8396.89,3.9,2.7,5.0,7.8,2.9,3,1,30,62.3,98.1,72.9,78.9,180.64,111.16,617.58,401.43,84.57,1964.39,618.62,213.43,4191.82,4205.07,0.2094,High
OT-00493,OrionTech,2026-01-01,1,Jan,Q1,2026,HR,Europe,Cybersecurity,Internal Operations,Strategic Accounts,54,53.39,14157.84,7564.42,6593.42,8.9,2.1,9.2,1.6,4.9,3,2,18,36.3,92.5,82.7,74.9,641.48,134.54,4774.35,128.14,222.37,874.36,1032.75,336.69,8144.68,-1551.26,0.5753,High
OT-03569,OrionTech,2026-01-02,1,Jan,Q1,2026,Sales,Spain,Corporate Services,Client Delivery,SME,37,48.38,34483.91,25325.97,9157.94,4.0,5.1,3.3,7.8,2.3,1,1,25,53.6,79.5,70.3,86.8,261.25,296.09,1063.3,566.05,94.58,278.27,393.04,308.66,3261.24,5896.7,0.0946,Low
OT-04264,OrionTech,2026-01-02,1,Jan,Q1,2026,IT,Spain,Cloud & Data,Internal Operations,Strategic Accounts,58,50.15,31178.44,21316.89,9861.55,1.4,1.6,8.2,3.1,2.6,5,3,40,84.2,78.3,73.0,74.2,94.78,96.29,4293.24,233.2,110.83,2346.67,2628.81,174.32,9978.14,-116.59,0.32,High
OT-01098,OrionTech,2026-01-02,1,Jan,Q1,2026,Operations,Spain,Telecom Platforms,Internal Operations,SME,14,61.29,27780.27,14412.95,13367.32,6.7,7.8,6.8,7.4,2.3,6,1,48,47.6,76.2,72.8,65.3,554.37,573.67,1050.27,680.32,119.82,2375.72,513.57,847.86,6715.6,6651.72,0.2417,High
OT-04604,OrionTech,2026-01-02,1,Jan,Q1,2026,Customer Support,LATAM,Digital Services,Compliance,Strategic Accounts,28,53.79,10099.79,6282.26,3817.53,17.6,4.4,6.6,9.7,4.0,4,0,39,47.0,84.0,67.0,83.0,1278.05,284.01,1789.27,782.64,182.89,1541.47,0.0,611.51,6469.84,-2652.31,0.6406,High
OT-01073,OrionTech,2026-01-02,1,Jan,Q1,2026,Customer Support,Spain,Digital Services,Commercial Growth,Mid-Market,41,47.3,24699.47,17053.43,7646.04,3.6,0.8,8.4,0.4,2.3,5,2,29,66.1,72.4,62.2,54.8,229.88,45.41,2932.22,28.38,92.47,2333.47,1328.95,255.75,7246.53,399.51,0.2934,High
OT-02606,OrionTech,2026-01-02,1,Jan,Q1,2026,IT,LATAM,Cybersecurity,Compliance,Strategic Accounts,86,29.82,19070.83,13382.49,5688.34,9.3,1.7,6.9,3.3,1.1,4,5,17,37.0,53.2,68.2,72.9,374.39,60.83,3185.13,147.61,27.88,2593.23,2764.88,175.65,9329.6,-3641.26,0.4892,High
OT-04784,OrionTech,2026-01-02,1,Jan,Q1,2026,Customer Support,North America,Digital Services,Transformation,Mid-Market,33,43.49,55282.83,34431.67,20851.16,5.3,1.3,11.3,2.9,6.2,1,2,22,49.7,90.7,58.6,61.7,311.17,67.84,2919.14,189.18,229.19,329.2,1097.34,264.69,5407.75,15443.41,0.0978,Medium
OT-04880,OrionTech,2026-01-02,1,Jan,Q1,2026,Operations,Europe,Corporate Services,Client Delivery,Strategic Accounts,52,39.89,38014.24,23341.46,14672.78,3.3,1.1,7.7,8.9,1.2,1,2,34,55.8,73.7,75.4,70.6,177.71,52.65,2874.95,532.53,40.69,452.4,1255.19,329.71,5715.83,8956.95,0.1504,Medium
OT-03708,OrionTech,2026-01-02,1,Jan,Q1,2026,Controlling,LATAM,Telecom Platforms,Internal Operations,Strategic Accounts,11,46.26,36808.76,15798.49,21010.27,5.7,1.6,8.3,4.4,1.6,0,1,14,85.3,76.3,77.7,89.4,355.97,88.82,760.24,305.32,62.91,0.0,676.44,52.36,2302.06,18708.21,0.0625,Low
OT-04065,OrionTech,2026-01-02,1,Jan,Q1,2026,IT,Spain,Telecom Platforms,Client Delivery,SME,27,52.3,42017.1,27820.51,14196.59,9.3,2.3,10.0,5.8,0.6,1,1,41,74.3,68.7,70.8,71.9,656.63,144.35,2541.78,455.01,26.67,520.12,375.43,303.1,5023.09,9173.5,0.1195,Medium
OT-00247,OrionTech,2026-01-03,1,Jan,Q1,2026,Sales,LATAM,Cybersecurity,Transformation,Mid-Market,33,39.43,32343.24,24076.89,8266.35,2.3,3.9,5.3,7.9,2.3,2,1,6,75.9,84.8,59.8,67.3,122.43,184.53,1241.34,467.25,77.09,578.29,446.13,31.36,3148.42,5117.93,0.0973,Medium
OT-04337,OrionTech,2026-01-03,1,Jan,Q1,2026,Operations,Spain,Digital Services,Compliance,Mid-Market,25,52.74,25544.13,13034.91,12509.22,7.8,11.7,5.3,6.6,6.5,3,2,20,37.7,79.3,69.6,61.8,555.35,740.47,1257.85,522.13,291.39,1388.34,612.67,361.43,5729.63,6779.59,0.2243,High
OT-00234,OrionTech,2026-01-03,1,Jan,Q1,2026,Operations,Spain,Banking Solutions,Compliance,Strategic Accounts,61,42.23,25035.54,16150.16,8885.38,3.6,7.0,8.5,9.9,2.5,0,0,41,46.3,72.1,68.2,70.7,205.24,354.73,3941.33,627.12,89.74,0.0,0.0,511.38,5729.54,3155.84,0.2289,High
OT-04899,OrionTech,2026-01-03,1,Jan,Q1,2026,IT,LATAM,Cloud & Data,Compliance,Strategic Accounts,32,38.0,23159.07,19054.68,4104.39,11.4,8.9,7.2,13.5,1.3,3,1,56,68.7,86.4,68.4,63.7,584.82,405.84,1575.94,769.5,41.99,1421.76,851.19,366.34,6017.38,-1912.99,0.2598,High
OT-04860,OrionTech,2026-01-03,1,Jan,Q1,2026,Customer Support,Europe,Digital Services,Transformation,Enterprise,12,45.47,21157.15,15638.96,5518.19,2.1,3.0,7.6,5.0,1.9,3,4,5,44.2,54.6,81.7,65.2,128.91,163.69,746.44,341.02,73.43,1027.98,3503.58,69.77,6054.82,-536.63,0.2862,High
OT-02422,OrionTech,2026-01-03,1,Jan,Q1,2026,Sales,Europe,Cybersecurity,Internal Operations,SME,69,61.61,32947.95,26653.99,6293.96,1.3,1.8,7.2,1.1,2.5,2,1,19,55.9,75.8,75.7,69.4,108.13,133.08,5509.41,101.66,130.92,668.86,827.69,283.93,7763.68,-1469.72,0.2356,High
OT-01674,OrionTech,2026-01-03,1,Jan,Q1,2026,Sales,Spain,Cloud & Data,Internal Operations,Mid-Market,29,49.74,26480.68,16028.4,10452.28,3.5,7.9,13.5,2.7,0.5,3,1,8,64.7,74.1,61.1,63.8,235.02,471.54,3505.18,201.45,21.14,857.69,446.64,77.26,5815.92,4636.36,0.2196,High
OT-02605,OrionTech,2026-01-03,1,Jan,Q1,2026,Customer Support,Europe,Telecom Platforms,Commercial Growth,SME,41,43.58,21068.99,12977.79,8091.2,8.8,5.3,10.2,0.8,11.7,3,1,38,49.8,79.2,61.8,69.1,517.73,277.17,3280.53,52.3,433.4,1089.18,636.96,457.23,6744.5,1346.7,0.3201,High
OT-00042,OrionTech,2026-01-03,1,Jan,Q1,2026,Marketing,Europe,Cloud & Data,Internal Operations,Strategic Accounts,36,47.94,23309.38,18805.94,4503.44,5.3,4.5,17.5,7.1,0.2,3,2,16,48.6,74.8,76.2,72.9,343.01,258.88,5436.4,510.56,8.15,967.44,1604.64,216.84,9345.92,-4842.48,0.401,High
OT-01868,OrionTech,2026-01-04,1,Jan,Q1,2026,Finance,LATAM,Cybersecurity,Client Delivery,Enterprise,50,32.72,15202.67,7155.35,8047.32,7.6,3.1,9.3,7.9,0.5,3,0,37,73.8,85.4,69.8,86.3,335.71,121.72,2738.66,387.73,13.91,1820.61,0.0,174.45,5592.79,2454.53,0.3679,High
OT-03634,OrionTech,2026-01-04,1,Jan,Q1,2026,Sales,LATAM,Banking Solutions,Support,Mid-Market,32,33.26,32345.99,27189.72,5156.27,5.6,5.8,17.5,3.6,8.9,1,0,29,74.8,74.9,68.1,73.4,251.45,231.49,3352.61,179.6,251.61,332.23,0.0,133.69,4732.68,423.59,0.1463,Medium
OT-01301,OrionTech,2026-01-04,1,Jan,Q1,2026,Operations,LATAM,Banking Solutions,Transformation,Public Sector,13,48.75,22252.54,12213.77,10038.77,1.8,6.5,11.3,20.3,5.1,4,0,37,44.2,75.9,66.8,73.1,118.46,380.25,1289.05,1484.44,211.33,1814.18,0.0,553.57,5851.28,4187.49,0.2629,High
OT-02365,OrionTech,2026-01-04,1,Jan,Q1,2026,IT,North America,Cloud & Data,Internal Operations,SME,60,67.73,50664.91,31655.92,19008.99,6.9,4.8,4.7,3.8,2.9,4,3,42,55.5,71.5,64.3,78.6,630.9,390.12,3437.97,386.06,166.95,2309.73,1089.71,696.23,9107.67,9901.32,0.1798,Medium
OT-04043,OrionTech,2026-01-04,1,Jan,Q1,2026,Operations,North America,Digital Services,Commercial Growth,Enterprise,13,65.28,25689.04,14300.91,11388.13,2.9,13.4,6.9,1.0,11.0,2,0,25,69.0,66.0,69.8,66.4,255.57,1049.7,1054.01,97.92,610.37,1056.15,0.0,278.26,4401.98,6986.15,0.1714,Medium
OT-00051,OrionTech,2026-01-04,1,Jan,Q1,2026,Customer Support,Spain,Cloud & Data,Transformation,Mid-Market,27,43.7,23260.34,16171.89,7088.45,3.1,2.1,13.1,13.1,1.9,5,4,38,49.4,72.0,70.8,72.4,182.88,110.12,2782.2,858.7,70.58,2108.4,2377.56,462.14,8952.58,-1864.13,0.3849,High
OT-03133,OrionTech,2026-01-04,1,Jan,Q1,2026,Marketing,LATAM,Cybersecurity,Support,Mid-Market,51,47.68,19197.77,12631.82,6565.95,1.8,4.3,13.5,2.5,1.8,4,3,33,77.9,90.9,80.7,73.9,115.86,246.03,5908.98,178.8,72.95,1252.0,2014.14,191.25,9980.01,-3414.06,0.5199,High
OT-03700,OrionTech,2026-01-04,1,Jan,Q1,2026,Finance,Spain,Telecom Platforms,Client Delivery,Enterprise,47,38.69,37112.2,25558.94,11553.26,2.0,7.2,5.1,10.4,1.6,2,1,28,76.5,71.4,70.5,100.0,104.46,334.28,1669.32,603.56,52.62,1442.68,887.95,140.02,5234.89,6318.37,0.1411,Medium
OT-03784,OrionTech,2026-01-04,1,Jan,Q1,2026,Customer Support,Europe,Telecom Platforms,Support,Strategic Accounts,15,60.94,10132.03,6785.35,3346.68,26.4,1.1,8.1,5.1,7.6,2,5,14,10.0,57.1,53.1,55.9,2171.9,80.44,1332.76,466.19,393.67,774.19,2488.25,422.31,8129.71,-4783.03,0.8024,High
OT-03346,OrionTech,2026-01-04,1,Jan,Q1,2026,IT,APAC,Digital Services,Support,Mid-Market,52,53.74,35153.24,27355.9,7797.34,1.3,7.0,1.4,15.4,3.1,5,3,62,63.9,65.7,68.3,70.9,94.31,451.42,704.21,1241.39,141.6,3186.84,1693.06,661.54,8174.37,-377.03,0.2325,High
OT-04239,OrionTech,2026-01-04,1,Jan,Q1,2026,Operations,LATAM,Corporate Services,Internal Operations,Enterprise,48,35.98,47627.04,25617.49,22009.55,3.0,0.5,7.2,6.1,2.1,4,0,31,59.9,63.7,72.7,70.0,145.72,21.59,2238.24,329.22,64.22,1927.44,0.0,246.0,4972.43,17037.12,0.1044,Medium
OT-03048,OrionTech,2026-01-04,1,Jan,Q1,2026,IT,APAC,Cybersecurity,Client Delivery,SME,35,48.42,45320.06,33827.87,11492.19,9.8,0.6,5.6,2.4,1.7,6,2,15,69.9,73.6,57.0,67.8,640.6,34.86,1708.26,174.31,69.97,3734.98,1166.65,120.24,7649.87,3842.32,0.1688,Medium
OT-04772,OrionTech,2026-01-05,1,Jan,Q1,2026,Controlling,APAC,Digital Services,Transformation,Enterprise,48,55.64,16452.27,7826.11,8626.16,0.3,0.8,8.6,5.8,1.4,1,1,18,33.3,80.4,76.9,92.8,22.53,53.41,4134.27,484.07,66.21,343.75,981.78,367.41,6453.43,2172.73,0.3923,High
OT-00742,OrionTech,2026-01-05,1,Jan,Q1,2026,HR,Spain,Corporate Services,Client Delivery,Enterprise,5,37.05,17442.52,8791.96,8650.56,10.2,2.5,13.9,1.5,1.6,2,2,39,62.3,80.9,73.4,78.4,510.18,111.15,463.5,83.36,50.39,670.97,942.77,299.61,3131.93,5518.63,0.1796,Medium
OT-00014,OrionTech,2026-01-05,1,Jan,Q1,2026,HR,LATAM,Banking Solutions,Client Delivery,Enterprise,45,41.94,18244.11,7204.08,11040.03,10.2,3.2,15.9,2.9,1.9,2,0,17,38.4,86.1,83.7,76.3,577.51,161.05,5401.45,182.44,67.73,623.23,0.0,241.56,7254.97,3785.06,0.3977,High
OT-02176,OrionTech,2026-01-05,1,Jan,Q1,2026,Customer Support,Europe,Digital Services,Commercial Growth,Enterprise,43,54.86,56289.11,40359.69,15929.42,8.4,0.8,10.3,6.9,4.3,5,1,48,49.6,77.0,62.4,56.6,622.11,52.67,4373.55,567.8,200.51,1854.71,996.39,729.95,9397.69,6531.73,0.167,Medium
OT-02783,OrionTech,2026-01-05,1,Jan,Q1,2026,Operations,Europe,Digital Services,Transformation,Enterprise,23,33.99,57645.98,34337.93,23308.05,1.8,7.2,14.4,7.0,2.7,0,0,26,45.6,75.2,71.1,69.0,82.6,293.67,2026.35,356.9,78.01,0.0,0.0,264.42,3101.95,20206.1,0.0538,Medium
OT-04629,OrionTech,2026-01-05,1,Jan,Q1,2026,Controlling,Europe,Corporate Services,Internal Operations,Mid-Market,34,52.35,22754.54,13230.96,9523.58,6.3,0.9,14.2,6.3,0.4,1,0,30,65.2,86.7,83.5,76.5,445.24,56.54,4549.42,494.71,17.8,327.12,0.0,300.59,6191.42,3332.16,0.2721,High
OT-01204,OrionTech,2026-01-05,1,Jan,Q1,2026,Sales,Europe,Telecom Platforms,Commercial Growth,Mid-Market,59,64.54,70943.64,49147.87,21795.77,1.2,2.8,16.0,1.6,3.4,3,0,11,37.9,84.2,68.8,72.1,104.55,216.85,10966.64,154.9,186.52,882.26,0.0,242.48,12754.2,9041.57,0.1798,Medium
OT-01275,OrionTech,2026-01-05,1,Jan,Q1,2026,Legal & Compliance,Europe,Cloud & Data,Transformation,Enterprise,30,53.59,13088.22,6060.13,7028.09,5.3,1.6,2.0,8.6,2.8,3,0,54,59.9,81.8,67.1,76.7,383.44,102.89,578.77,691.31,127.54,2574.21,0.0,638.24,5096.4,1931.69,0.3894,High
OT-01134,OrionTech,2026-01-06,1,Jan,Q1,2026,Legal & Compliance,Spain,Cybersecurity,Client Delivery,Mid-Market,35,51.03,9453.29,4959.69,4493.6,4.6,7.8,7.1,0.8,0.8,1,3,36,44.0,79.7,76.6,88.2,316.9,477.64,2282.57,61.24,34.7,924.64,1385.38,565.82,6048.89,-1555.29,0.6399,High
OT-01671,OrionTech,2026-01-06,1,Jan,Q1,2026,Sales,Spain,Corporate Services,Client Delivery,Enterprise,41,38.05,67231.6,56244.22,10987.38,8.4,3.7,10.2,6.5,0.9,1,2,38,57.9,84.5,71.6,71.3,431.49,168.94,2864.25,370.99,29.11,305.35,1560.44,334.8,6065.37,4922.01,0.0902,Low
OT-03112,OrionTech,2026-01-06,1,Jan,Q1,2026,Operations,Europe,Banking Solutions,Support,Public Sector,51,31.5,30655.85,19044.21,11611.64,9.9,4.4,12.5,6.2,2.8,3,3,34,39.5,68.5,59.3,62.4,421.0,166.32,3614.62,292.95,74.97,1333.84,1510.8,356.38,7770.88,3840.76,0.2535,High
OT-02943,OrionTech,2026-01-06,1,Jan,Q1,2026,Customer Support,Spain,Banking Solutions,Support,Enterprise,25,31.6,24793.33,12019.76,12773.57,2.6,2.5,6.1,10.5,4.0,3,2,20,51.1,64.4,64.5,68.7,110.92,94.8,867.42,497.7,107.44,978.9,1231.98,169.98,4059.14,8714.43,0.1637,Medium
OT-02843,OrionTech,2026-01-06,1,Jan,Q1,2026,Sales,Spain,Corporate Services,Transformation,Strategic Accounts,30,46.52,23949.58,16216.97,7732.61,2.4,3.6,2.3,20.9,4.6,2,0,33,73.6,70.9,58.9,68.6,150.72,200.97,577.78,1458.4,181.89,554.21,0.0,222.91,3346.88,4385.73,0.1397,Medium
OT-04289,OrionTech,2026-01-06,1,Jan,Q1,2026,Finance,Europe,Banking Solutions,Support,Public Sector,5,53.61,43391.89,26853.19,16538.7,3.6,2.0,6.3,3.1,2.7,1,0,26,78.2,82.0,87.0,69.7,260.54,128.66,303.97,249.29,123.03,689.44,0.0,167.12,1922.05,14616.65,0.0443,Medium
OT-04423,OrionTech,2026-01-06,1,Jan,Q1,2026,Operations,Spain,Corporate Services,Support,Strategic Accounts,43,39.33,33041.52,16889.43,16152.09,2.7,1.9,5.8,2.6,3.2,4,2,21,61.5,77.3,72.9,67.8,143.36,89.67,1765.6,153.39,106.98,2000.11,1001.05,174.89,5435.05,10717.04,0.1645,Medium
OT-04841,OrionTech,2026-01-06,1,Jan,Q1,2026,Operations,LATAM,Cloud & Data,Support,Public Sector,45,37.39,42211.69,25559.47,16652.22,6.8,4.6,10.7,1.0,4.0,2,0,46,69.8,70.6,65.6,73.8,343.24,206.39,3240.59,56.08,127.13,821.99,0.0,285.68,5081.1,11571.12,0.1204,Medium
OT-03906,OrionTech,2026-01-06,1,Jan,Q1,2026,Controlling,LATAM,Cybersecurity,Client Delivery,Public Sector,19,43.66,30767.39,16593.38,14174.01,11.1,1.5,3.9,7.8,1.8,1,1,10,69.4,80.7,74.9,81.6,654.25,78.59,582.34,510.82,66.8,350.46,642.16,73.48,2958.9,11215.11,0.0962,Low
OT-00714,OrionTech,2026-01-06,1,Jan,Q1,2026,HR,LATAM,Banking Solutions,Client Delivery,Strategic Accounts,34,35.16,13043.92,7485.58,5558.34,1.3,7.9,7.9,1.5,2.3,4,0,27,42.8,88.2,80.8,85.7,61.71,333.32,1699.92,79.11,68.74,1402.49,0.0,298.66,3943.95,1614.39,0.3024,High
OT-04278,OrionTech,2026-01-06,1,Jan,Q1,2026,Marketing,Spain,Corporate Services,Client Delivery,Mid-Market,49,42.99,17229.0,12436.85,4792.15,2.1,1.7,10.7,2.5,2.4,1,1,19,55.7,79.4,64.9,73.6,121.88,87.7,4057.14,161.21,87.7,326.27,344.8,199.02,5385.72,-593.57,0.3126,High
OT-02174,OrionTech,2026-01-06,1,Jan,Q1,2026,Finance,North America,Banking Solutions,Internal Operations,Mid-Market,29,71.19,20638.43,10736.03,9902.4,4.2,4.1,11.1,3.4,1.8,0,2,7,55.2,71.0,79.7,83.2,403.65,350.25,4124.89,363.07,108.92,0.0,1116.19,122.79,6589.76,3312.64,0.3193,High
OT-02281,OrionTech,2026-01-06,1,Jan,Q1,2026,Marketing,Europe,Telecom Platforms,Client Delivery,SME,7,64.57,16049.27,8262.33,7786.94,1.9,3.2,10.8,8.8,3.7,1,2,52,61.1,85.3,55.0,72.4,165.62,247.95,878.67,852.32,203.07,259.18,806.89,718.37,4132.07,3654.87,0.2575,High
OT-03145,OrionTech,2026-01-06,1,Jan,Q1,2026,IT,LATAM,Banking Solutions,Transformation,Public Sector,40,28.11,21079.41,15020.98,6058.43,7.9,3.1,8.4,5.5,2.4,1,0,37,73.2,84.4,79.8,70.6,299.79,104.57,1700.09,231.91,57.34,526.75,0.0,153.31,3073.76,2984.67,0.1458,Medium
OT-04636,OrionTech,2026-01-06,1,Jan,Q1,2026,Marketing,Europe,Telecom Platforms,Compliance,Public Sector,32,44.65,43733.58,27890.82,15842.76,5.2,1.1,8.3,0.3,3.1,2,0,34,69.2,81.9,65.0,65.8,313.44,58.94,2134.63,20.09,117.65,572.59,0.0,257.17,3474.51,12368.25,0.0794,Medium
OT-04080,OrionTech,2026-01-06,1,Jan,Q1,2026,Marketing,Spain,Telecom Platforms,Support,Public Sector,31,36.53,46189.42,25311.58,20877.84,12.0,4.8,8.1,1.7,2.1,3,1,14,76.5,73.4,70.0,71.6,591.79,210.41,1651.08,93.15,65.21,825.39,382.05,66.1,3885.18,16992.66,0.0841,Medium
OT-04576,OrionTech,2026-01-06,1,Jan,Q1,2026,Customer Support,Spain,Cybersecurity,Client Delivery,Mid-Market,33,41.75,25847.22,13533.5,12313.72,14.4,12.1,11.6,11.9,4.0,2,4,36,58.0,63.0,60.8,76.8,811.62,606.21,2876.74,745.24,141.95,897.36,1379.18,347.19,7805.49,4508.23,0.302,High
